,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
1923,frozenset({'num_medications_12'}),frozenset({'readmitted_Yes'}),0.059,0.3965,0.0256,0.4338983050847458,1.0943210720926753,0.0022065,1.066062874251497
1937,frozenset({'num_medications_13'}),frozenset({'readmitted_Yes'}),0.0555,0.3965,0.0236,0.4252252252252252,1.0724469740863183,0.0015942499999999984,1.049976489028213
1950,frozenset({'num_medications_14'}),frozenset({'readmitted_Yes'}),0.0565,0.3965,0.0238,0.42123893805309737,1.062393286388644,0.0013977499999999997,1.042744648318043
1965,frozenset({'num_medications_15'}),frozenset({'readmitted_Yes'}),0.055,0.3965,0.0237,0.4309090909090909,1.0867820703886277,0.0018924999999999984,1.0604632587859424
1979,frozenset({'num_medications_16'}),frozenset({'readmitted_Yes'}),0.0512,0.3965,0.0208,0.40624999999999994,1.0245901639344261,0.0004991999999999983,1.016421052631579
1993,frozenset({'num_medications_17'}),frozenset({'readmitted_Yes'}),0.0495,0.3965,0.0212,0.42828282828282827,1.0801584572076375,0.0015732499999999983,1.0555918727915192
2109,frozenset({'number_outpatient_0'}),frozenset({'readmitted_Yes'}),0.8682,0.3965,0.3258,0.3752591568762958,0.9464291472289932,-0.01844130000000005,0.9660005530973449
2120,frozenset({'number_outpatient_1'}),frozenset({'readmitted_Yes'}),0.0731,0.3965,0.0388,0.53077975376197,1.338662682880126,0.009815850000000001,1.2861763848396501
2203,frozenset({'number_emergency_0'}),frozenset({'readmitted_Yes'}),0.9246,0.3965,0.3547,0.3836253515033528,0.9675292597814699,-0.011903899999999967,0.9791123004035793
2212,frozenset({'number_emergency_1'}),frozenset({'readmitted_Yes'}),0.0557,0.3965,0.0293,0.526032315978456,1.3266893215093467,0.007214949999999998,1.2732935606060605
2276,frozenset({'number_inpatient_0'}),frozenset({'readmitted_Yes'}),0.7541,0.3965,0.2591,0.3435883835035141,0.8665533001349662,-0.03990065000000004,0.9193926262626261
2287,frozenset({'number_inpatient_1'}),frozenset({'readmitted_Yes'}),0.162,0.3965,0.0829,0.5117283950617284,1.29061385891987,0.018667000000000003,1.235992414664981
2293,frozenset({'number_inpatient_2'}),frozenset({'readmitted_Yes'}),0.0518,0.3965,0.0325,0.6274131274131275,1.5823786315589596,0.011961300000000001,1.619756476683938
2306,frozenset({'diag_1_414'}),frozenset({'readmitted_Yes'}),0.0737,0.3965,0.0262,0.35549525101763907,0.8965832308137177,-0.003022050000000002,0.9363778947368419
2317,frozenset({'diag_1_428'}),frozenset({'readmitted_Yes'}),0.0636,0.3965,0.0342,0.5377358490566038,1.3562064288943347,0.008982599999999997,1.3055306122448977
2332,frozenset({'diag_2_250'}),frozenset({'readmitted_Yes'}),0.0743,0.3965,0.0223,0.3001345895020188,0.7569598726406528,-0.007159950000000002,0.8623086538461537
2341,frozenset({'diag_2_276'}),frozenset({'readmitted_Yes'}),0.0658,0.3965,0.0285,0.43313069908814594,1.0923851174984764,0.0024103000000000006,1.0646193029490616
2361,frozenset({'diag_2_427'}),frozenset({'readmitted_Yes'}),0.0535,0.3965,0.0211,0.394392523364486,0.9946848004148449,-0.00011274999999999827,0.996520061728395
2369,frozenset({'diag_2_428'}),frozenset({'readmitted_Yes'}),0.0637,0.3965,0.0302,0.4740973312401883,1.195705753443098,0.004942949999999998,1.1475507462686565
2388,frozenset({'diag_3_250'}),frozenset({'readmitted_Yes'}),0.1485,0.3965,0.0459,0.30909090909090914,0.7795483205319271,-0.012980249999999999,0.8734868421052631
2405,frozenset({'diag_3_401'}),frozenset({'readmitted_Yes'}),0.0962,0.3965,0.0328,0.34095634095634103,0.8599151095998512,-0.005343299999999995,0.9157208201892744
2430,frozenset({'number_diagnoses_4.0'}),frozenset({'readmitted_Yes'}),0.0701,0.3965,0.0217,0.3095577746077033,0.7807257871568809,-0.00609465,0.8740774793388428
2439,frozenset({'number_diagnoses_5.0'}),frozenset({'readmitted_Yes'}),0.1468,0.3965,0.0404,0.2752043596730245,0.6940841353670226,-0.017806200000000008,0.8326484962406013
2446,frozenset({'number_diagnoses_6.0'}),frozenset({'readmitted_Yes'}),0.1183,0.3965,0.046,0.38884192730346573,0.9806858191764583,-0.0009059500000000026,0.9874695712309819
2455,frozenset({'number_diagnoses_7.0'}),frozenset({'readmitted_Yes'}),0.1135,0.3965,0.0474,0.41762114537444933,1.0532689668964674,0.0023972499999999966,1.0362670196671708
2462,frozenset({'number_diagnoses_8.0'}),frozenset({'readmitted_Yes'}),0.1049,0.3965,0.0421,0.4013346043851287,1.0121932014757344,0.0005071499999999979,1.008075636942675
2471,frozenset({'number_diagnoses_9.0'}),frozenset({'readmitted_Yes'}),0.3917,0.3965,0.1856,0.47383201429665556,1.1950366060445285,0.030290949999999983,1.1469721009218823
2474,frozenset({'diabetesMed_No'}),frozenset({'readmitted_Yes'}),0.2522,0.3965,0.0887,0.35170499603489297,0.8870239496466404,-0.011297299999999996,0.9309033639143731
2479,frozenset({'diabetesMed_Yes'}),frozenset({'readmitted_Yes'}),0.7478,0.3965,0.3078,0.4116073816528484,1.0381018452783062,0.01129730000000001,1.0256756818181818
2595,"frozenset({'gender_Female', 'race_AfricanAmerican'})",frozenset({'readmitted_Yes'}),0.1261,0.3965,0.0434,0.3441712926249009,0.8680234366327891,-0.006598649999999998,0.9202097944377268
2680,"frozenset({'race_AfricanAmerican', 'gender_Male'})",frozenset({'readmitted_Yes'}),0.0802,0.3965,0.0288,0.35910224438902744,0.9056803137175975,-0.0029992999999999964,0.9416478599221789
3010,"frozenset({'race_AfricanAmerican', 'admission_type_id_Emergency'})",frozenset({'readmitted_Yes'}),0.1416,0.3965,0.0513,0.3622881355932203,0.9137153482805052,-0.004844400000000006,0.9463521594684384
3159,"frozenset({'discharge_disposition_id_Discharged to home', 'race_AfricanAmerican'})",frozenset({'readmitted_Yes'}),0.1454,0.3965,0.0496,0.34112792297111416,0.8603478511251302,-0.008051100000000005,0.9159592901878914
3232,"frozenset({'race_AfricanAmerican', 'admission_source_id_Emergency Room'})",frozenset({'readmitted_Yes'}),0.1257,0.3965,0.047,0.3739061256961018,0.9430167104567511,-0.0028400500000000037,0.9639129606099109
3418,"frozenset({'race_AfricanAmerican', 'num_procedures_0'})",frozenset({'readmitted_Yes'}),0.0909,0.3965,0.032,0.35203520352035206,0.887856755410724,-0.00404185,0.9313777589134125
3550,"frozenset({'number_outpatient_0', 'race_AfricanAmerican'})",frozenset({'readmitted_Yes'}),0.1891,0.3965,0.0638,0.3373876255949233,0.8509145664436905,-0.011178149999999998,0.9107889066241021
3616,"frozenset({'race_AfricanAmerican', 'number_emergency_0'})",frozenset({'readmitted_Yes'}),0.1863,0.3965,0.0631,0.33870101986044016,0.8542270362180079,-0.010767949999999998,0.9125978084415582
3657,"frozenset({'number_inpatient_0', 'race_AfricanAmerican'})",frozenset({'readmitted_Yes'}),0.1523,0.3965,0.0454,0.2980958634274459,0.751818066651818,-0.014986949999999999,0.8598040224508886
3712,"frozenset({'race_AfricanAmerican', 'number_diagnoses_9.0'})",frozenset({'readmitted_Yes'}),0.0707,0.3965,0.0299,0.4229137199434229,1.0666172003617223,0.0018674499999999997,1.0457708333333333
3730,"frozenset({'race_AfricanAmerican', 'diabetesMed_Yes'})",frozenset({'readmitted_Yes'}),0.1541,0.3965,0.0547,0.354964308890331,0.8952441586136972,-0.006400650000000001,0.9356071428571427
4053,"frozenset({'gender_Female', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.3826,0.3965,0.1639,0.4283847360167276,1.080415475452024,0.01219909999999999,1.0557800640146318
4348,"frozenset({'race_Caucasian', 'gender_Male'})",frozenset({'readmitted_Yes'}),0.3533,0.3965,0.1425,0.4033399377299745,1.0172507887262914,0.0024165499999999895,1.011463709677419
4432,"frozenset({'age_[40-50)', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.0603,0.3965,0.0224,0.3714759535655058,0.9368876508587787,-0.001508950000000002,0.9601860158311344
4546,"frozenset({'age_[50-60)', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.1158,0.3965,0.0461,0.3981001727115717,1.0040357445436865,0.00018529999999999935,1.0026585365853657
4696,"frozenset({'age_[60-70)', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.1582,0.3965,0.0659,0.4165613147914033,1.050596001995973,0.0031736999999999876,1.0343846153846155
4882,"frozenset({'race_Caucasian', 'age_[70-80)'})",frozenset({'readmitted_Yes'}),0.2048,0.3965,0.0909,0.44384765624999994,1.1194140132408572,0.009696799999999992,1.0851343283582089
4996,"frozenset({'age_[80-90)', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.135,0.3965,0.0616,0.45629629629629626,1.1508103311381999,0.008072499999999996,1.1099795640326973
5122,"frozenset({'admission_type_id_Elective', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.138,0.3965,0.0529,0.3833333333333333,0.9667927700714585,-0.0018170000000000061,0.9786486486486485
5452,"frozenset({'admission_type_id_Emergency', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.4548,0.3965,0.1952,0.42919964819700973,1.082470739462824,0.014871800000000018,1.0572873651771957
5559,"frozenset({'admission_type_id_Urgent', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.1431,0.3965,0.0583,0.4074074074074074,1.0275092242305357,0.0015608499999999956,1.01840625
5895,"frozenset({'discharge_disposition_id_Discharged to home', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.4785,0.3965,0.1929,0.4031347962382445,1.0167334079148662,0.003174749999999976,1.0111160714285714
5968,"frozenset({'discharge_disposition_id_Discharged/transferred to SNF', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.0962,0.3965,0.0437,0.4542619542619543,1.1456795819973626,0.005556700000000005,1.1058419047619048
6028,"frozenset({'discharge_disposition_id_Discharged/transferred to home with home health service', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.09,0.3965,0.0473,0.5255555555555556,1.325486899257391,0.011615,1.272014051522248
6322,"frozenset({'admission_source_id_Emergency Room', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.4359,0.3965,0.1958,0.44918559302592337,1.1328766532810173,0.022965649999999976,1.0956503540191587
6483,"frozenset({'race_Caucasian', 'admission_source_id_Physician Referral'})",frozenset({'readmitted_Yes'}),0.2306,0.3965,0.0913,0.39592367736339984,0.9985464750653211,-0.00013289999999999136,0.9990459440057429
6574,"frozenset({'time_in_hospital_1', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.1031,0.3965,0.0357,0.3462657613967023,0.8733058294998797,-0.00517915,0.9231580118694361
6640,"frozenset({'time_in_hospital_2', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.1228,0.3965,0.0495,0.4030944625407166,1.016631683583144,0.0008097999999999994,1.0110477489768077
6705,"frozenset({'time_in_hospital_3', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.123,0.3965,0.0512,0.416260162601626,1.0498364756661438,0.002430500000000002,1.033850974930362
6766,"frozenset({'time_in_hospital_4', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.1,0.3965,0.0422,0.422,1.0643127364438838,0.0025499999999999967,1.0441176470588234
6814,"frozenset({'race_Caucasian', 'time_in_hospital_5'})",frozenset({'readmitted_Yes'}),0.0737,0.3965,0.0309,0.41926729986431477,1.0574206806161783,0.0016779499999999975,1.0392044392523363
6862,"frozenset({'time_in_hospital_6', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.0571,0.3965,0.027,0.47285464098073554,1.1925716039867227,0.0043598499999999984,1.1448455149501657
6903,"frozenset({'time_in_hospital_7', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.0453,0.3965,0.0216,0.4768211920529802,1.2025755158965452,0.003638550000000001,1.153525316455696
7108,"frozenset({'race_Caucasian', 'num_procedures_0'})",frozenset({'readmitted_Yes'}),0.3187,0.3965,0.1386,0.4348917477251334,1.0968266020810427,0.012235450000000009,1.0679369794558577
7174,"frozenset({'num_procedures_1', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.1508,0.3965,0.0613,0.4064986737400531,1.025217336040487,0.0015078000000000036,1.0168469273743017
7221,"frozenset({'num_procedures_2', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.0927,0.3965,0.0389,0.41963322545846815,1.0583435698826436,0.002144449999999992,1.0398596654275092
7270,"frozenset({'num_procedures_3', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.0773,0.3965,0.0312,0.4036222509702458,1.0179628019426123,0.0005505500000000003,1.0119425162689804
7942,"frozenset({'number_outpatient_0', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.6264,0.3965,0.2469,0.3941570881226054,0.9940910167026618,-0.0014675999999999856,0.9961328063241106
7977,"frozenset({'number_outpatient_1', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.0594,0.3965,0.0318,0.5353535353535354,1.350198071509547,0.008247899999999999,1.298836956521739
8188,"frozenset({'number_emergency_0', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.6829,0.3965,0.2749,0.4025479572411773,1.0152533600029692,0.004130149999999999,1.0101229166666665
8211,"frozenset({'number_emergency_1', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.0396,0.3965,0.0219,0.553030303030303,1.3947800833046733,0.0061985999999999986,1.3502033898305081
8373,"frozenset({'number_inpatient_0', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.555,0.3965,0.2014,0.36288288288288284,0.9152153414448495,-0.01865750000000002,0.9472355769230767
8404,"frozenset({'number_inpatient_1', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.1173,0.3965,0.0625,0.5328218243819267,1.3438129240401682,0.01599055,1.2917983576642336
8415,"frozenset({'race_Caucasian', 'number_inpatient_2'})",frozenset({'readmitted_Yes'}),0.0383,0.3965,0.0238,0.6214099216710183,1.5672381378840308,0.00861405,1.5940724137931033
8451,"frozenset({'diag_1_414', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.0596,0.3965,0.0213,0.3573825503355705,0.9013431282107705,-0.002331400000000001,0.9391279373368147
8476,"frozenset({'race_Caucasian', 'diag_1_428'})",frozenset({'readmitted_Yes'}),0.0482,0.3965,0.0263,0.545643153526971,1.37614918922313,0.007188699999999999,1.3282511415525113
8512,"frozenset({'diag_2_276', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.0461,0.3965,0.0215,0.4663774403470715,1.1762356629182131,0.003221349999999998,1.1309491869918695
8554,"frozenset({'diag_2_428', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.0506,0.3965,0.0241,0.4762845849802372,1.2012221563183787,0.004037099999999998,1.152343396226415
8589,"frozenset({'diag_3_250', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.1078,0.3965,0.0345,0.3200371057513915,0.8071553739001046,-0.008242699999999999,0.8875484311050478
8620,"frozenset({'diag_3_401', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.0674,0.3965,0.0236,0.35014836795252224,0.8830980276230069,-0.003124100000000001,0.928673515981735
8686,"frozenset({'race_Caucasian', 'number_diagnoses_5.0'})",frozenset({'readmitted_Yes'}),0.0976,0.3965,0.028,0.28688524590163933,0.7235441258553325,-0.0106984,0.8462873563218389
8709,"frozenset({'number_diagnoses_6.0', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.0853,0.3965,0.0342,0.40093786635404455,1.0111926011451313,0.00037854999999999833,1.007408023483366
8734,"frozenset({'number_diagnoses_7.0', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.0857,0.3965,0.0365,0.425904317386231,1.074159690759725,0.00251995,1.051218495934959
8751,"frozenset({'number_diagnoses_8.0', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.0792,0.3965,0.0333,0.42045454545454547,1.0604149948412243,0.0018972000000000017,1.0413333333333332
8776,"frozenset({'number_diagnoses_9.0', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.3072,0.3965,0.1501,0.4886067708333334,1.2322995481294663,0.02829520000000002,1.1801094844048379
8787,"frozenset({'diabetesMed_No', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.1864,0.3965,0.0665,0.35675965665236054,0.8997721479252472,-0.0074076,0.9382185154295245
8800,"frozenset({'diabetesMed_Yes', 'race_Caucasian'})",frozenset({'readmitted_Yes'}),0.5495,0.3965,0.2399,0.43657870791628756,1.1010812305581021,0.022023249999999994,1.0711345284237723
8955,"frozenset({'gender_Female', 'age_[50-60)'})",frozenset({'readmitted_Yes'}),0.0896,0.3965,0.0351,0.3917410714285714,0.9879976580796251,-0.0004264000000000004,0.9921761467889907
9051,"frozenset({'gender_Female', 'age_[60-70)'})",frozenset({'readmitted_Yes'}),0.1047,0.3965,0.045,0.4297994269340974,1.0839834222801952,0.003486449999999995,1.0583994974874371
9189,"frozenset({'gender_Female', 'age_[70-80)'})",frozenset({'readmitted_Yes'}),0.1402,0.3965,0.0587,0.41868758915834525,1.0559586107398367,0.003110700000000001,1.0381680981595092
9273,"frozenset({'gender_Female', 'age_[80-90)'})",frozenset({'readmitted_Yes'}),0.0962,0.3965,0.0431,0.448024948024948,1.1299494275534627,0.004956700000000001,1.0933465160075329
9339,"frozenset({'gender_Female', 'admission_type_id_Elective'})",frozenset({'readmitted_Yes'}),0.0936,0.3965,0.0361,0.3856837606837607,0.9727207079035578,-0.0010124000000000036,0.9823930434782607
9603,"frozenset({'gender_Female', 'admission_type_id_Emergency'})",frozenset({'readmitted_Yes'}),0.3435,0.3965,0.1397,0.4066957787481804,1.025714448293015,0.0035022499999999845,1.0171847399411185
9681,"frozenset({'gender_Female', 'admission_type_id_Urgent'})",frozenset({'readmitted_Yes'}),0.1027,0.3965,0.0413,0.40214216163583255,1.0142299158532977,0.0005794500000000022,1.009437296416938
9926,"frozenset({'discharge_disposition_id_Discharged to home', 'gender_Female'})",frozenset({'readmitted_Yes'}),0.3487,0.3965,0.133,0.3814166905649556,0.9619588664942132,-0.005259550000000002,0.9756163653222067
9981,"frozenset({'gender_Female', 'discharge_disposition_id_Discharged/transferred to SNF'})",frozenset({'readmitted_Yes'}),0.0753,0.3965,0.0332,0.4409030544488712,1.1119875269832815,0.0033435499999999972,1.079419239904988
10035,"frozenset({'gender_Female', 'discharge_disposition_id_Discharged/transferred to home with home health service'})",frozenset({'readmitted_Yes'}),0.0636,0.3965,0.033,0.5188679245283019,1.3086202384068142,0.007782599999999997,1.254333333333333
10233,"frozenset({'gender_Female', 'admission_source_id_Emergency Room'})",frozenset({'readmitted_Yes'}),0.3188,0.3965,0.1373,0.43067754077791726,1.0861980851902073,0.010895800000000011,1.060031955922865
10347,"frozenset({'gender_Female', 'admission_source_id_Physician Referral'})",frozenset({'readmitted_Yes'}),0.161,0.3965,0.0631,0.39192546583850935,0.9884627133379806,-0.000736500000000001,0.9924770173646579
10407,"frozenset({'gender_Female', 'time_in_hospital_1'})",frozenset({'readmitted_Yes'}),0.0706,0.3965,0.0242,0.34277620396600567,0.8645049280353232,-0.003792900000000002,0.9182564655172412
10461,"frozenset({'gender_Female', 'time_in_hospital_2'})",frozenset({'readmitted_Yes'}),0.0895,0.3965,0.0341,0.38100558659217876,0.9609220342804004,-0.001386749999999999,0.9749684115523465
10521,"frozenset({'time_in_hospital_3', 'gender_Female'})",frozenset({'readmitted_Yes'}),0.0917,0.3965,0.0354,0.38604143947655395,0.9736227981754197,-0.000959050000000003,0.9829653641207813
10569,"frozenset({'gender_Female', 'time_in_hospital_4'})",frozenset({'readmitted_Yes'}),0.0716,0.3965,0.0311,0.43435754189944137,1.0954792986114537,0.0027106000000000005,1.0669283950617283
10617,"frozenset({'gender_Female', 'time_in_hospital_5'})",frozenset({'readmitted_Yes'}),0.0587,0.3965,0.0225,0.383304940374787,0.9667211610965624,-0.0007745500000000023,0.9786035911602208
10785,"frozenset({'gender_Female', 'num_procedures_0'})",frozenset({'readmitted_Yes'}),0.2434,0.3965,0.1017,0.41783073130649134,1.0537975568890072,0.005191899999999985,1.036640084685956
10833,"frozenset({'gender_Female', 'num_procedures_1'})",frozenset({'readmitted_Yes'}),0.1135,0.3965,0.0452,0.398237885462555,1.0043830654793315,0.00019724999999999604,1.0028879941434845
10874,"frozenset({'num_procedures_2', 'gender_Female'})",frozenset({'readmitted_Yes'}),0.0713,0.3965,0.0297,0.4165497896213184,1.0505669347322026,0.0014295499999999982,1.0343641826923076
11313,"frozenset({'gender_Female', 'number_outpatient_0'})",frozenset({'readmitted_Yes'}),0.4676,0.3965,0.1789,0.38259195893926434,0.9649229733651055,-0.00650340000000002,0.9774735019050917
11336,"frozenset({'gender_Female', 'number_outpatient_1'})",frozenset({'readmitted_Yes'}),0.039,0.3965,0.0208,0.5333333333333333,1.3451029844472466,0.0053364999999999975,1.2932142857142854
11487,"frozenset({'gender_Female', 'number_emergency_0'})",frozenset({'readmitted_Yes'}),0.4966,0.3965,0.1928,0.3882400322190898,0.9791677987871117,-0.004101899999999992,0.986498025016458
11601,"frozenset({'number_inpatient_0', 'gender_Female'})",frozenset({'readmitted_Yes'}),0.4113,0.3965,0.1439,0.34986627765621203,0.8823865766865372,-0.019180450000000016,0.9282705684367987
11625,"frozenset({'gender_Female', 'number_inpatient_1'})",frozenset({'readmitted_Yes'}),0.0856,0.3965,0.0447,0.522196261682243,1.3170145313549633,0.010759599999999994,1.2630709046454767
11708,"frozenset({'diag_3_250', 'gender_Female'})",frozenset({'readmitted_Yes'}),0.0786,0.3965,0.0254,0.3231552162849872,0.8150194609961846,-0.005764900000000003,0.8916372180451126
11763,"frozenset({'gender_Female', 'number_diagnoses_5.0'})",frozenset({'readmitted_Yes'}),0.0823,0.3965,0.0241,0.2928311057108141,0.7385399891823811,-0.00853195,0.8534029209621993
11781,"frozenset({'number_diagnoses_6.0', 'gender_Female'})",frozenset({'readmitted_Yes'}),0.0641,0.3965,0.0248,0.3868954758190327,0.9757767359874722,-0.0006156500000000023,0.9843346055979642
11799,"frozenset({'gender_Female', 'number_diagnoses_7.0'})",frozenset({'readmitted_Yes'}),0.0595,0.3965,0.026,0.4369747899159664,1.102080176332828,0.002408249999999997,1.0718880597014924
11817,"frozenset({'gender_Female', 'number_diagnoses_8.0'})",frozenset({'readmitted_Yes'}),0.057,0.3965,0.0209,0.36666666666666664,0.924758301807482,-0.001700500000000004,0.9528947368421052
11841,"frozenset({'gender_Female', 'number_diagnoses_9.0'})",frozenset({'readmitted_Yes'}),0.2133,0.3965,0.1022,0.4791373652133146,1.2084170623286623,0.017626550000000005,1.1586548154815481
