,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
13,frozenset({'age_[50-60)'}),frozenset({'race_Caucasian'}),0.1722,0.7359,0.1158,0.6724738675958188,0.913811479271394,-0.010921979999999984,0.8063478723404256
14,frozenset({'age_[60-70)'}),frozenset({'race_Caucasian'}),0.2187,0.7359,0.1582,0.7233653406492913,0.9829668985586238,-0.0027413299999999863,0.9546887603305785
15,frozenset({'age_[70-80)'}),frozenset({'race_Caucasian'}),0.2595,0.7359,0.2048,0.7892100192678227,1.0724419340505813,0.013833950000000012,1.2529058500914079
16,frozenset({'age_[80-90)'}),frozenset({'race_Caucasian'}),0.1577,0.7359,0.135,0.8560558021559924,1.163277350395424,0.018948569999999998,1.834738766519824
17,frozenset({'admission_type_id_Elective'}),frozenset({'race_Caucasian'}),0.1786,0.7359,0.138,0.7726763717805152,1.0499746864798412,0.0065682599999999924,1.1617798029556654
18,frozenset({'race_Caucasian'}),frozenset({'admission_type_id_Emergency'}),0.7359,0.6279,0.4548,0.6180187525479005,0.9842630236469191,-0.007271610000000039,0.97413159018143
19,frozenset({'admission_type_id_Emergency'}),frozenset({'race_Caucasian'}),0.6279,0.7359,0.4548,0.7243191591017678,0.9842630236469192,-0.007271610000000039,0.9579918544194108
20,frozenset({'admission_type_id_Urgent'}),frozenset({'race_Caucasian'}),0.1935,0.7359,0.1431,0.7395348837209302,1.004939371818087,0.0007033499999999915,1.0139553571428572
21,frozenset({'discharge_disposition_id_Discharged to home'}),frozenset({'race_Caucasian'}),0.666,0.7359,0.4785,0.7184684684684683,0.9763126355054604,-0.011609400000000047,0.9380831999999996
22,frozenset({'race_Caucasian'}),frozenset({'discharge_disposition_id_Discharged to home'}),0.7359,0.666,0.4785,0.6502242152466368,0.9763126355054605,-0.011609400000000047,0.9548974358974358
23,frozenset({'admission_source_id_Emergency Room'}),frozenset({'race_Caucasian'}),0.5913,0.7359,0.4359,0.737189244038559,1.0017519283035181,0.0007623299999999777,1.0049055984555981
24,frozenset({'race_Caucasian'}),frozenset({'admission_source_id_Emergency Room'}),0.7359,0.5913,0.4359,0.5923359152058704,1.0017519283035181,0.0007623299999999777,1.0025411
25,frozenset({'admission_source_id_Physician Referral'}),frozenset({'race_Caucasian'}),0.3011,0.7359,0.2306,0.7658585187645301,1.0407100404464331,0.00902051000000001,1.127950496453901
26,frozenset({'time_in_hospital_1'}),frozenset({'race_Caucasian'}),0.141,0.7359,0.1031,0.7312056737588652,0.9936209726306091,-0.000661899999999993,0.9825356200527705
27,frozenset({'time_in_hospital_2'}),frozenset({'race_Caucasian'}),0.1712,0.7359,0.1228,0.7172897196261683,0.9747108569454658,-0.003186079999999994,0.9341719008264464
28,frozenset({'time_in_hospital_3'}),frozenset({'race_Caucasian'}),0.166,0.7359,0.123,0.7409638554216867,1.0068811732867058,0.0008405999999999969,1.0195488372093022
29,frozenset({'time_in_hospital_4'}),frozenset({'race_Caucasian'}),0.1324,0.7359,0.1,0.7552870090634443,1.026344624355815,0.0025668400000000147,1.0792234567901242
30,frozenset({'num_procedures_0'}),frozenset({'race_Caucasian'}),0.4345,0.7359,0.3187,0.7334867663981588,0.9967207044410366,-0.001048550000000037,0.9909451640759931
31,frozenset({'race_Caucasian'}),frozenset({'num_procedures_0'}),0.7359,0.4345,0.3187,0.4330751460796304,0.9967207044410366,-0.001048550000000037,0.9974866970278045
32,frozenset({'num_procedures_1'}),frozenset({'race_Caucasian'}),0.2096,0.7359,0.1508,0.7194656488549618,0.9776676842709088,-0.0034446400000000266,0.9414176870748298
33,frozenset({'number_outpatient_0'}),frozenset({'race_Caucasian'}),0.8682,0.7359,0.6264,0.7214927436074637,0.9804222633611411,-0.012508379999999986,0.9482697270471465
34,frozenset({'race_Caucasian'}),frozenset({'number_outpatient_0'}),0.7359,0.8682,0.6264,0.8512026090501427,0.9804222633611411,-0.012508379999999986,0.8857682191780822
35,frozenset({'race_Caucasian'}),frozenset({'number_emergency_0'}),0.7359,0.9246,0.6829,0.9279793450197037,1.0036549264759937,0.0024868599999999796,1.0469218867924521
36,frozenset({'number_emergency_0'}),frozenset({'race_Caucasian'}),0.9246,0.7359,0.6829,0.7385896603936837,1.0036549264759935,0.0024868599999999796,1.010289035995035
37,frozenset({'race_Caucasian'}),frozenset({'number_inpatient_0'}),0.7359,0.7541,0.555,0.7541785568691399,1.0001041730130487,5.781000000004699e-05,1.0003195688225544
38,frozenset({'number_inpatient_0'}),frozenset({'race_Caucasian'}),0.7541,0.7359,0.555,0.7359766609203025,1.0001041730130487,5.781000000004699e-05,1.0002903566047217
39,frozenset({'number_inpatient_1'}),frozenset({'race_Caucasian'}),0.162,0.7359,0.1173,0.7240740740740741,0.9839299824352141,-0.0019157999999999953,0.9571409395973155
40,frozenset({'number_diagnoses_9.0'}),frozenset({'race_Caucasian'}),0.3916,0.7359,0.3072,0.7844739530132788,1.0660061869999713,0.019021559999999993,1.2253739336492888
41,frozenset({'race_Caucasian'}),frozenset({'number_diagnoses_9.0'}),0.7359,0.3916,0.3072,0.4174480228291887,1.066006186999971,0.019021559999999993,1.0443703289013295
42,frozenset({'diabetesMed_No'}),frozenset({'race_Caucasian'}),0.2522,0.7359,0.1864,0.7390959555908011,1.0043429210365553,0.0008060200000000184,1.0122495440729489
43,frozenset({'diabetesMed_Yes'}),frozenset({'race_Caucasian'}),0.7478,0.7359,0.5495,0.734822144958545,0.998535324036615,-0.0008060200000000739,0.995935350479072
44,frozenset({'race_Caucasian'}),frozenset({'diabetesMed_Yes'}),0.7359,0.7478,0.5495,0.7467047153145808,0.9985353240366152,-0.0008060200000000739,0.9956758583690988
45,frozenset({'readmitted_No'}),frozenset({'race_Caucasian'}),0.6035,0.7359,0.4295,0.7116818558409279,0.967090441419932,-0.014615650000000036,0.9160020114942529
46,frozenset({'race_Caucasian'}),frozenset({'readmitted_No'}),0.7359,0.6035,0.4295,0.5836390813969289,0.9670904414199318,-0.014615650000000036,0.9522987924281983
47,frozenset({'race_Caucasian'}),frozenset({'readmitted_Yes'}),0.7359,0.3965,0.3064,0.41636091860307106,1.0500905891628525,0.01461564999999998,1.0340294528521534
48,frozenset({'readmitted_Yes'}),frozenset({'race_Caucasian'}),0.3965,0.7359,0.3064,0.7727616645649432,1.0500905891628527,0.01461564999999998,1.162215871254162
49,frozenset({'age_[60-70)'}),frozenset({'gender_Female'}),0.2187,0.5398,0.1047,0.4787379972565158,0.8868803209642754,-0.013354259999999993,0.8828573684210528
50,frozenset({'age_[70-80)'}),frozenset({'gender_Female'}),0.2595,0.5398,0.1402,0.5402697495183044,1.0008702288223499,0.00012190000000000811,1.0010217937971502
51,frozenset({'gender_Female'}),frozenset({'admission_type_id_Emergency'}),0.5398,0.6279,0.3435,0.6363467951092998,1.013452452793916,0.004559580000000063,1.0232276107997964
52,frozenset({'admission_type_id_Emergency'}),frozenset({'gender_Female'}),0.6279,0.5398,0.3435,0.5470616340181558,1.013452452793916,0.004559580000000063,1.0160322784810127
53,frozenset({'admission_type_id_Urgent'}),frozenset({'gender_Female'}),0.1935,0.5398,0.1027,0.530749354005168,0.9832333345779326,-0.0017512999999999973,0.9807125550660795
54,frozenset({'gender_Female'}),frozenset({'discharge_disposition_id_Discharged to home'}),0.5398,0.666,0.3487,0.6459799925898482,0.9699399288135858,-0.01080679999999995,0.9434495028780744
55,frozenset({'discharge_disposition_id_Discharged to home'}),frozenset({'gender_Female'}),0.666,0.5398,0.3487,0.5235735735735736,0.9699399288135858,-0.01080679999999995,0.9659413803971006
56,frozenset({'gender_Female'}),frozenset({'admission_source_id_Emergency Room'}),0.5398,0.5913,0.3188,0.5905891070766951,0.9987977457748943,-0.0003837400000000213,0.9982636199095022
57,frozenset({'admission_source_id_Emergency Room'}),frozenset({'gender_Female'}),0.5913,0.5398,0.3188,0.5391510231692879,0.9987977457748942,-0.0003837400000000213,0.9985917798165136
58,frozenset({'admission_source_id_Physician Referral'}),frozenset({'gender_Female'}),0.3011,0.5398,0.161,0.5347060777150449,0.9905633155150888,-0.0015337799999999568,0.9890522483940044
59,frozenset({'num_procedures_0'}),frozenset({'gender_Female'}),0.4345,0.5398,0.2434,0.5601841196777906,1.0377623558314018,0.008856900000000029,1.0463469387755104
60,frozenset({'gender_Female'}),frozenset({'num_procedures_0'}),0.5398,0.4345,0.2434,0.450907743608744,1.0377623558314018,0.008856900000000029,1.0298815789473685
61,frozenset({'num_procedures_1'}),frozenset({'gender_Female'}),0.2096,0.5398,0.1135,0.5415076335877863,1.0031634560722238,0.00035792000000001156,1.0037244536940688
62,frozenset({'gender_Female'}),frozenset({'number_outpatient_0'}),0.5398,0.8682,0.4676,0.8662467580585403,0.9977502396435618,-0.001054359999999921,0.9853966759002782
63,frozenset({'number_outpatient_0'}),frozenset({'gender_Female'}),0.8682,0.5398,0.4676,0.5385855793595946,0.9977502396435618,-0.001054359999999921,0.9973680479281081
64,frozenset({'gender_Female'}),frozenset({'number_emergency_0'}),0.5398,0.9246,0.4966,0.9199703593923676,0.994992817858931,-0.0024990799999999314,0.9421509259259269
65,frozenset({'number_emergency_0'}),frozenset({'gender_Female'}),0.9246,0.5398,0.4966,0.5370971230802509,0.994992817858931,-0.0024990799999999314,0.9941610280373833
66,frozenset({'gender_Female'}),frozenset({'number_inpatient_0'}),0.5398,0.7541,0.4113,0.7619488699518341,1.0104082614399073,0.00423682000000003,1.0329713618677046
67,frozenset({'number_inpatient_0'}),frozenset({'gender_Female'}),0.7541,0.5398,0.4113,0.545418379525262,1.0104082614399075,0.00423682000000003,1.0123594515752627
68,frozenset({'number_diagnoses_9.0'}),frozenset({'gender_Female'}),0.3916,0.5398,0.2133,0.5446884576098059,1.0090560533712596,0.0019143199999999971,1.0107365114974762
69,frozenset({'diabetesMed_No'}),frozenset({'gender_Female'}),0.2522,0.5398,0.1397,0.5539254559873117,1.02616794365934,0.003562440000000028,1.0316661333333335
70,frozenset({'diabetesMed_Yes'}),frozenset({'gender_Female'}),0.7478,0.5398,0.4001,0.5350361059106713,0.991174705280977,-0.0035624399999999445,0.9897542709232098
71,frozenset({'gender_Female'}),frozenset({'diabetesMed_Yes'}),0.5398,0.7478,0.4001,0.7412004446091146,0.991174705280977,-0.0035624399999999445,0.9744993557623483
72,frozenset({'gender_Female'}),frozenset({'readmitted_No'}),0.5398,0.6035,0.3227,0.5978140051871064,0.9905783018841862,-0.003069299999999997,0.9858622754491018
73,frozenset({'readmitted_No'}),frozenset({'gender_Female'}),0.6035,0.5398,0.3227,0.5347141673570837,0.9905783018841862,-0.003069299999999997,0.9890694444444446
74,frozenset({'gender_Female'}),frozenset({'readmitted_Yes'}),0.5398,0.3965,0.2171,0.4021859948128937,1.0143404661107027,0.003069299999999997,1.0095113108149982
75,frozenset({'readmitted_Yes'}),frozenset({'gender_Female'}),0.3965,0.5398,0.2171,0.5475409836065573,1.014340466110703,0.003069299999999997,1.017108695652174
76,frozenset({'age_[60-70)'}),frozenset({'gender_Male'}),0.2187,0.4602,0.114,0.5212620027434842,1.132685794748988,0.013354260000000007,1.1275478510028654
77,frozenset({'age_[70-80)'}),frozenset({'gender_Male'}),0.2595,0.4602,0.1193,0.4597302504816956,0.9989792491996862,-0.00012189999999999424,0.9991305278174039
78,frozenset({'gender_Male'}),frozenset({'admission_type_id_Emergency'}),0.4602,0.6279,0.2844,0.6179921773142112,0.9842206996563325,-0.0045595800000000075,0.9740638225255972
79,frozenset({'admission_type_id_Emergency'}),frozenset({'gender_Male'}),0.6279,0.4602,0.2844,0.4529383659818442,0.9842206996563325,-0.0045595800000000075,0.986726113537118
80,frozenset({'discharge_disposition_id_Discharged to home'}),frozenset({'gender_Male'}),0.666,0.4602,0.3173,0.47642642642642646,1.035259509835781,0.010806800000000005,1.0309916833954689
81,frozenset({'gender_Male'}),frozenset({'discharge_disposition_id_Discharged to home'}),0.4602,0.666,0.3173,0.6894828335506302,1.035259509835781,0.010806800000000005,1.0756249125262423
82,frozenset({'admission_source_id_Emergency Room'}),frozenset({'gender_Male'}),0.5913,0.4602,0.2725,0.46084897683071196,1.0014102060641286,0.0003837400000000213,1.0012037013801758
83,frozenset({'gender_Male'}),frozenset({'admission_source_id_Emergency Room'}),0.4602,0.5913,0.2725,0.5921338548457193,1.0014102060641288,0.0003837400000000213,1.0020444326052211
84,frozenset({'admission_source_id_Physician Referral'}),frozenset({'gender_Male'}),0.3011,0.4602,0.1401,0.4652939222849552,1.0110689315188075,0.0015337800000000124,1.009526583850932
85,frozenset({'num_procedures_0'}),frozenset({'gender_Male'}),0.4345,0.4602,0.1911,0.4398158803222094,0.9557059546332234,-0.008856900000000001,0.9636117502054232
86,frozenset({'gender_Male'}),frozenset({'num_procedures_0'}),0.4602,0.4345,0.1911,0.4152542372881356,0.9557059546332235,-0.008856900000000001,0.9670869565217391
87,frozenset({'number_outpatient_0'}),frozenset({'gender_Male'}),0.8682,0.4602,0.4006,0.46141442064040544,1.0026388975236973,0.001054360000000032,1.0022548331907613
88,frozenset({'gender_Male'}),frozenset({'number_outpatient_0'}),0.4602,0.8682,0.4006,0.8704910908300739,1.0026388975236973,0.001054360000000032,1.017690604026846
89,frozenset({'gender_Male'}),frozenset({'number_emergency_0'}),0.4602,0.9246,0.428,0.9300304215558453,1.005873265796934,0.002499079999999987,1.0776111801242234
90,frozenset({'number_emergency_0'}),frozenset({'gender_Male'}),0.9246,0.4602,0.428,0.4629028769197491,1.005873265796934,0.002499079999999987,1.0050323801852599
91,frozenset({'gender_Male'}),frozenset({'number_inpatient_0'}),0.4602,0.7541,0.3428,0.7448935245545415,0.9877914395365887,-0.0042368199999999745,0.9639112436115843
92,frozenset({'number_inpatient_0'}),frozenset({'gender_Male'}),0.7541,0.4602,0.3428,0.4545816204747381,0.9877914395365887,-0.0042368199999999745,0.9896989545344034
93,frozenset({'number_diagnoses_9.0'}),frozenset({'gender_Male'}),0.3916,0.4602,0.1783,0.45531154239019406,0.9893775367018558,-0.0019143200000000249,0.9910252226910456
94,frozenset({'diabetesMed_No'}),frozenset({'gender_Male'}),0.2522,0.4602,0.1125,0.44607454401268837,0.9693058322744206,-0.003562439999999986,0.9744993557623479
95,frozenset({'diabetesMed_Yes'}),frozenset({'gender_Male'}),0.7478,0.4602,0.3477,0.4649638940893287,1.0103517907199668,0.00356244,1.0089038740314922
96,frozenset({'gender_Male'}),frozenset({'diabetesMed_Yes'}),0.4602,0.7478,0.3477,0.7555410691003912,1.0103517907199668,0.00356244,1.0316661333333335
97,frozenset({'readmitted_No'}),frozenset({'gender_Male'}),0.6035,0.4602,0.2808,0.4652858326429163,1.0110513529833036,0.003069299999999997,1.0095113108149987
98,frozenset({'gender_Male'}),frozenset({'readmitted_No'}),0.4602,0.6035,0.2808,0.6101694915254238,1.0110513529833036,0.003069299999999997,1.017108695652174
99,frozenset({'readmitted_Yes'}),frozenset({'gender_Male'}),0.3965,0.4602,0.1794,0.4524590163934426,0.9831790882082629,-0.003069299999999997,0.9858622754491018
100,frozenset({'age_[50-60)'}),frozenset({'admission_type_id_Emergency'}),0.1722,0.6279,0.1049,0.6091753774680604,0.9701789735118018,-0.003224379999999999,0.9520894502228826
101,frozenset({'age_[50-60)'}),frozenset({'discharge_disposition_id_Discharged to home'}),0.1722,0.666,0.134,0.778164924506388,1.168415802562144,0.019314800000000007,1.5056230366492147
102,frozenset({'age_[50-60)'}),frozenset({'admission_source_id_Emergency Room'}),0.1722,0.5913,0.1008,0.5853658536585367,0.9899642375419189,-0.0010218599999999994,0.9856882352941178
103,frozenset({'age_[50-60)'}),frozenset({'number_outpatient_0'}),0.1722,0.8682,0.1503,0.8728222996515679,1.0053240032844597,0.0007959600000000122,1.0363452054794517
104,frozenset({'age_[50-60)'}),frozenset({'number_emergency_0'}),0.1722,0.9246,0.1573,0.913472706155633,0.9879652889418484,-0.0019161199999999934,0.8714013422818799
105,frozenset({'age_[50-60)'}),frozenset({'number_inpatient_0'}),0.1722,0.7541,0.1321,0.7671312427409989,1.017280523459752,0.0022439800000000065,1.0559596009975063
106,frozenset({'age_[50-60)'}),frozenset({'diabetesMed_Yes'}),0.1722,0.7478,0.1307,0.7590011614401859,1.0149788197916367,0.001928840000000015,1.046478072289157
107,frozenset({'age_[50-60)'}),frozenset({'readmitted_No'}),0.1722,0.6035,0.1082,0.6283391405342625,1.0411584764445112,0.004277299999999998,1.0668328125000002
108,frozenset({'age_[60-70)'}),frozenset({'admission_type_id_Emergency'}),0.2187,0.6279,0.1235,0.5647005029721079,0.8993478308203662,-0.013821730000000004,0.8548137605042017
109,frozenset({'age_[60-70)'}),frozenset({'discharge_disposition_id_Discharged to home'}),0.2187,0.666,0.156,0.7133058984910836,1.0710298776142395,0.010345799999999988,1.1650047846889948
110,frozenset({'age_[60-70)'}),frozenset({'admission_source_id_Emergency Room'}),0.2187,0.5913,0.1158,0.5294924554183813,0.8954717663087794,-0.013517310000000018,0.8686364431486878
111,frozenset({'age_[60-70)'}),frozenset({'number_outpatient_0'}),0.2187,0.8682,0.1868,0.8541380887059898,0.9838033733079818,-0.0030753400000000097,0.9035943573667707
112,frozenset({'age_[60-70)'}),frozenset({'number_emergency_0'}),0.2187,0.9246,0.2058,0.9410150891632373,1.0177537196227961,0.0035899800000000204,1.2782930232558138
113,frozenset({'age_[60-70)'}),frozenset({'number_inpatient_0'}),0.2187,0.7541,0.1622,0.741655235482396,0.9834971959718817,-0.0027216699999999816,0.9518288495575221
114,frozenset({'age_[60-70)'}),frozenset({'diabetesMed_Yes'}),0.2187,0.7478,0.1696,0.7754915409236397,1.0370306778866538,0.006056139999999988,1.1233429735234215
115,frozenset({'age_[60-70)'}),frozenset({'readmitted_No'}),0.2187,0.6035,0.1301,0.5948788294467307,0.9857147132505892,-0.0018854500000000107,0.9787195259593677
116,frozenset({'age_[70-80)'}),frozenset({'admission_type_id_Emergency'}),0.2595,0.6279,0.1621,0.6246628131021195,0.994844422841407,-0.0008400500000000088,0.9913752566735112
117,frozenset({'age_[70-80)'}),frozenset({'discharge_disposition_id_Discharged to home'}),0.2595,0.666,0.1553,0.5984585741811175,0.8985864477193956,-0.017527000000000015,0.8317946257197695
118,frozenset({'age_[70-80)'}),frozenset({'admission_source_id_Emergency Room'}),0.2595,0.5913,0.1518,0.5849710982658959,0.9892966316013797,-0.0016423500000000146,0.9847506963788298
119,frozenset({'age_[70-80)'}),frozenset({'num_procedures_0'}),0.2595,0.4345,0.109,0.42003853564547206,0.9667169980333074,-0.003752749999999999,0.9750647840531562
120,frozenset({'age_[70-80)'}),frozenset({'number_outpatient_0'}),0.2595,0.8682,0.2235,0.861271676300578,0.9920198989870744,-0.0017978999999999912,0.9500583333333332
121,frozenset({'age_[70-80)'}),frozenset({'number_emergency_0'}),0.2595,0.9246,0.2417,0.9314065510597302,1.0073616169800241,0.0017662999999999984,1.099230337078652
122,frozenset({'age_[70-80)'}),frozenset({'number_inpatient_0'}),0.2595,0.7541,0.192,0.7398843930635838,0.9811489100432088,-0.0036889499999999964,0.9453488888888888
123,frozenset({'age_[70-80)'}),frozenset({'number_diagnoses_9.0'}),0.2595,0.3916,0.1125,0.43352601156069365,1.107063359450188,0.010879799999999995,1.0740122448979592
124,frozenset({'age_[70-80)'}),frozenset({'diabetesMed_Yes'}),0.2595,0.7478,0.1928,0.7429672447013487,0.9935373692181715,-0.001254100000000008,0.9811979010494749
125,frozenset({'age_[70-80)'}),frozenset({'readmitted_No'}),0.2595,0.6035,0.1478,0.5695568400770712,0.9437561558857849,-0.008808250000000017,0.9211436884512083
126,frozenset({'age_[70-80)'}),frozenset({'readmitted_Yes'}),0.2595,0.3965,0.1117,0.4304431599229287,1.0856069607135654,0.00880824999999999,1.059595737483085
127,frozenset({'age_[80-90)'}),frozenset({'admission_type_id_Emergency'}),0.1577,0.6279,0.1078,0.683576410906785,1.088670824823674,0.008780170000000004,1.1759553106212424
128,frozenset({'age_[80-90)'}),frozenset({'admission_source_id_Emergency Room'}),0.1577,0.5913,0.1051,0.6664552948636652,1.1271018008856166,0.011851989999999993,1.225323003802281
129,frozenset({'age_[80-90)'}),frozenset({'number_outpatient_0'}),0.1577,0.8682,0.1357,0.8604946100190234,0.9911248675639523,-0.0012151400000000034,0.9447663636363633
130,frozenset({'age_[80-90)'}),frozenset({'number_emergency_0'}),0.1577,0.9246,0.1453,0.9213696892834496,0.9965062613924396,-0.0005094199999999827,0.9589177419354848
131,frozenset({'age_[80-90)'}),frozenset({'number_inpatient_0'}),0.1577,0.7541,0.1152,0.7305009511731134,0.9687056771954826,-0.0037215700000000074,0.9124336470588232
132,frozenset({'age_[80-90)'}),frozenset({'diabetesMed_Yes'}),0.1577,0.7478,0.1132,0.7178186429930247,0.9599072519296933,-0.00472806000000002,0.893751460674157
133,frozenset({'admission_type_id_Elective'}),frozenset({'discharge_disposition_id_Discharged to home'}),0.1786,0.666,0.1249,0.6993281075027995,1.0500422034576569,0.005952399999999983,1.110845437616387
134,frozenset({'admission_source_id_Physician Referral'}),frozenset({'admission_type_id_Elective'}),0.3011,0.1786,0.1496,0.4968449020259051,2.7818863495291435,0.09582354000000001,1.6324986138613866
135,frozenset({'admission_type_id_Elective'}),frozenset({'admission_source_id_Physician Referral'}),0.1786,0.3011,0.1496,0.8376259798432251,2.7818863495291435,0.09582354000000001,4.30426
136,frozenset({'admission_type_id_Elective'}),frozenset({'number_outpatient_0'}),0.1786,0.8682,0.1568,0.8779395296752519,1.0112180714987928,0.0017394799999999877,1.0797926605504584
137,frozenset({'admission_type_id_Elective'}),frozenset({'number_emergency_0'}),0.1786,0.9246,0.1683,0.9423292273236282,1.019175024144093,0.0031664399999999926,1.3074213592233015
138,frozenset({'admission_type_id_Elective'}),frozenset({'number_inpatient_0'}),0.1786,0.7541,0.1393,0.7799552071668533,1.034286178446961,0.004617740000000009,1.1174997455470739
139,frozenset({'admission_type_id_Elective'}),frozenset({'diabetesMed_Yes'}),0.1786,0.7478,0.1354,0.7581187010078386,1.0137987443271443,0.0018429199999999701,1.0426601851851847
140,frozenset({'admission_type_id_Elective'}),frozenset({'readmitted_No'}),0.1786,0.6035,0.1129,0.6321388577827547,1.04745461107333,0.005114899999999992,1.0778523592085234
141,frozenset({'discharge_disposition_id_Discharged to home'}),frozenset({'admission_type_id_Emergency'}),0.666,0.6279,0.4093,0.6145645645645645,0.9787618483270657,-0.00888140000000004,0.9654016361511492
142,frozenset({'admission_type_id_Emergency'}),frozenset({'discharge_disposition_id_Discharged to home'}),0.6279,0.666,0.4093,0.6518553909858258,0.9787618483270657,-0.00888140000000004,0.9593714547118023
143,frozenset({'admission_source_id_Emergency Room'}),frozenset({'admission_type_id_Emergency'}),0.5913,0.6279,0.5267,0.8907491966852695,1.4186163349024836,0.1554227299999999,3.405924613003089
144,frozenset({'admission_type_id_Emergency'}),frozenset({'admission_source_id_Emergency Room'}),0.6279,0.5913,0.5267,0.8388278388278387,1.4186163349024838,0.1554227299999999,2.5357977272727257
145,frozenset({'time_in_hospital_2'}),frozenset({'admission_type_id_Emergency'}),0.1712,0.6279,0.1105,0.6454439252336449,1.0279406358236103,0.0030035200000000095,1.0494813838550248
146,frozenset({'time_in_hospital_3'}),frozenset({'admission_type_id_Emergency'}),0.166,0.6279,0.1079,0.6499999999999999,1.0351966873706002,0.003668599999999994,1.0631428571428567
147,frozenset({'num_procedures_0'}),frozenset({'admission_type_id_Emergency'}),0.4345,0.6279,0.3267,0.7518987341772152,1.1974816597821552,0.05387744999999999,1.4997908163265306
148,frozenset({'admission_type_id_Emergency'}),frozenset({'num_procedures_0'}),0.6279,0.4345,0.3267,0.5203057811753463,1.197481659782155,0.05387744999999999,1.178875996015936
149,frozenset({'num_procedures_1'}),frozenset({'admission_type_id_Emergency'}),0.2096,0.6279,0.1217,0.5806297709923665,0.9247169469539201,-0.009907840000000001,0.8872828213879409
150,frozenset({'number_outpatient_0'}),frozenset({'admission_type_id_Emergency'}),0.8682,0.6279,0.5374,0.6189818014282423,0.9857967852018511,-0.00774278000000006,0.9765937726723095
151,frozenset({'admission_type_id_Emergency'}),frozenset({'number_outpatient_0'}),0.6279,0.8682,0.5374,0.8558687689122472,0.9857967852018512,-0.00774278000000006,0.914444419889503
152,frozenset({'admission_type_id_Emergency'}),frozenset({'number_emergency_0'}),0.6279,0.9246,0.5749,0.9155916547220895,0.9902570351742261,-0.0056563400000000374,0.8932766037735849
153,frozenset({'number_emergency_0'}),frozenset({'admission_type_id_Emergency'}),0.9246,0.6279,0.5749,0.6217823923858966,0.9902570351742261,-0.0056563400000000374,0.9838251644266514
154,frozenset({'admission_type_id_Emergency'}),frozenset({'number_inpatient_0'}),0.6279,0.7541,0.4675,0.7445453097627011,0.9873296774468917,-0.005999389999999993,0.962597319201995
155,frozenset({'number_inpatient_0'}),frozenset({'admission_type_id_Emergency'}),0.7541,0.6279,0.4675,0.6199443044689034,0.9873296774468918,-0.005999389999999993,0.9790670272156315
156,frozenset({'number_inpatient_1'}),frozenset({'admission_type_id_Emergency'}),0.162,0.6279,0.103,0.6358024691358024,1.0125855536483555,0.0012801999999999952,1.0216983050847455
157,frozenset({'number_diagnoses_9.0'}),frozenset({'admission_type_id_Emergency'}),0.3916,0.6279,0.2563,0.6544943820224718,1.0423544864189709,0.010414359999999956,1.0769723577235768
